Contenu_,Date_,Utilisateur_,Source_,ID_,Tweet URL
Un bébé pour Noël (TF1) : peut-on vraiment être enceinte dans le coma comme le personnage de Laetitia Milot ? https://t.co/kDWqIpoidK https://t.co/nJaHnCeIAl,2020-12-07 20:49:36,TeleLoisirs,Echobox,1336050247093641217,https://twitter.com/statuses/1336050247093641217
ADP 2020 : Eric l'Auvergnat n'aurait pas forcément choisie Nathalie au speed-dating https://t.co/aJVCJNM7zN https://t.co/5MnA0Hzkic,2020-12-07 20:49:36,Tele2Semaines,Echobox,1336050246665826305,https://twitter.com/statuses/1336050246665826305
Pédophilie : un enfant violé doit prouver son non-consentement https://t.co/j9GanIDZbK,2020-12-07 20:49:27,FabienneLMP,Twitter for iPad,1336050208719958021,https://twitter.com/statuses/1336050208719958021
Vous n'allez pas me croire mais il paraît que le petit bonhomme à droite sur la photo est président de la république française....c'est certainement une fake news... ça paraît totalement invraisemblable ! https://t.co/MZKyfYvJ6a,2020-12-07 20:49:23,LambertCh19,Twitter for Android,1336050195285626881,https://twitter.com/statuses/1336050195285626881
"Actualités - BR - En restructuration, Disney renoue avec le narrateur Nivaldo Pietro - https://t.co/Cu7kpFjwRp https://t.co/gXZzq0gB9D",2020-12-07 20:49:22,ebenesport,ebenesport autopublish,1336050188553768963,https://twitter.com/statuses/1336050188553768963
Mon souci c'est que je prends pas assez de news des gens que j'apprécie,2020-12-07 20:49:11,akheeto,Twitter for Android,1336050141665632259,https://twitter.com/statuses/1336050141665632259
"@LemeilleurL 1 fois avec la 305 jeune gendarme, une fois avec la Dacia en planque. Plus jamais je n'ai pris un chemin de foret",2020-12-07 20:49:06,News_PN_GD,TweetDeck,1336050120786407425,https://twitter.com/statuses/1336050120786407425
#adp2020 Jérôme and Lucille are the news Frédérique et Pierre..,2020-12-07 20:49:05,liberte881,Twitter for Android,1336050118202679301,https://twitter.com/statuses/1336050118202679301
Apple Silicon : des Mac avec 16 et 32 cœurs dès 2021 https://t.co/nURdpy27n0 https://t.co/eqanzEffJk,2020-12-07 20:49:03,iC4Ss0s,dlvr.it,1336050110988341248,https://twitter.com/statuses/1336050110988341248
Apple Silicon : des Mac avec 16 et 32 cœurs dès 2021 https://t.co/bBFz4jTxFs https://t.co/yAoycsCyv0,2020-12-07 20:49:03,Diabl0110,dlvr.it,1336050109176377344,https://twitter.com/statuses/1336050109176377344
Trailer de Brush Paradise (BD de Mathilde Kitteh chez Peow Comics) : https://t.co/3gBKMALIru #animation #news,2020-12-07 20:48:17,CecileDehef,IFTTT,1336049918826471424,https://twitter.com/statuses/1336049918826471424
"Voilà pourquoi selon moi les ""petites fake news"", comme je les appelerais, sont beaucoup plus dangereuses que les théories du complot genre terre plate, ou les reptiliens. Parce que ces ""petites fake news"", on y croit plus facilement. On pourrait se dire que c'est vrai. https://t.co/XUsL8xurZa",2020-12-07 20:48:15,FiryBloowe,Twitter Web App,1336049908504289280,https://twitter.com/statuses/1336049908504289280
#Tribune Pourquoi collaborer avec des startups à impact et comment designer son programme d’open innovation ? https://t.co/l7OXylnrqv - via @bymaddyness,2020-12-07 20:48:09,EPortais,Twitter for iPhone,1336049884076576779,https://twitter.com/statuses/1336049884076576779
@IlhanMN Hypocrite. https://t.co/inrRaHX1Qo,2020-12-07 20:47:50,far_arden,Twitter Web App,1336049802384207872,https://twitter.com/statuses/1336049802384207872
"Culturons-nous: ""Six ou sept films Kingsman"" en développement ainsi qu’une série TV https://t.co/ejKEOmDZ4B (via @PremiereFR)",2020-12-07 20:47:44,Culturons,Twitter Web App,1336049780208906242,https://twitter.com/statuses/1336049780208906242
"Actualités - AR - La Suisse menace l'Italie, quadruple championne du monde, d'atteindre le Qatar 2022 - https://t.co/b8RKnTVC9T https://t.co/h2zgOSfL0a",2020-12-07 20:47:44,ebenesport,ebenesport autopublish,1336049778640252930,https://twitter.com/statuses/1336049778640252930
Actualités - AR - Tigre veut prolonger sa séquence contre l'Atlético de Rafaela - https://t.co/ZHsUWdCly1 https://t.co/HNxesYcQnM,2020-12-07 20:47:25,ebenesport,ebenesport autopublish,1336049698625478661,https://twitter.com/statuses/1336049698625478661
"Une fois disponibles, l'Ontario est prêt à déployer les vaccins contre la COVID-19, en commençant par les plus vulnérables de la province, dont les populations à haut risque d'infection et de maladie grave et celles qui en prennent soin.
 
Plus d'infos : https://t.co/W7axLfVxW9 https://t.co/5Lr77wvhS1",2020-12-07 20:47:18,C_Mulroney,Twitter for iPhone,1336049668871032833,https://twitter.com/statuses/1336049668871032833
Mort à 2020 : les créateurs de Black Mirror s’attaque à l’année 2020 (Bientôt sur Netflix) https://t.co/FfDb0SJKEE https://t.co/ggQEUbF0jM,2020-12-07 20:47:02,netflix_news_fr,dlvr.it,1336049602957492224,https://twitter.com/statuses/1336049602957492224
"Je viens d apprendre que CNews se prend pour Fox News et celui qui finance la chaine voudrait voir marion maréchal le pen au pouvoir 
Vous pigez le coup?
Je ne crois pas avoir mal compris meme si viteuf",2020-12-07 20:46:46,__Carlota,Twitter Web App,1336049533759975424,https://twitter.com/statuses/1336049533759975424
"Actualités - UA - ISL 7: Odisha a bien ouvert le match mais a ensuite perdu de son élan, déclare l'entraîneur Baxter - https://t.co/4jopaSIXIm https://t.co/Opp5zR4D2R",2020-12-07 20:46:42,ebenesport,ebenesport autopublish,1336049520564527104,https://twitter.com/statuses/1336049520564527104
@Matricule17 ACAB = association de cretins à baffer !,2020-12-07 20:46:37,News_PN_GD,Twitter for Android,1336049497013706752,https://twitter.com/statuses/1336049497013706752
"Valérie Bénaïm souffre le martyre : la chroniqueuse de Cyril Hanouna est ""au bout de sa vie""... - https://t.co/TPdq86s6km https://t.co/n8qbQLk8V7",2020-12-07 20:46:31,AdrienKupo,IFTTT,1336049473798230024,https://twitter.com/statuses/1336049473798230024
@mmfa Faux News gonna faux.,2020-12-07 20:46:30,rockuntildawn,Twitter Web App,1336049469431963650,https://twitter.com/statuses/1336049469431963650
Actualités - UA - L'ancien joueur des Brooklyn Nets explique pourquoi Kevin Durant et Kyrie Irving seront sous une pression immense la saison prochaine - Essentiellement - https://t.co/5ZPAqNcmfA https://t.co/dylP9Lwpt3,2020-12-07 20:46:29,ebenesport,ebenesport autopublish,1336049464600096769,https://twitter.com/statuses/1336049464600096769
RDC : la MONUSCO déplore des tensions politiques accrues et une crise persistante de protection des civils dans l’est du pays https://t.co/f6av4iSGEw,2020-12-07 20:46:24,ActusPays,Twitter Web App,1336049445117497351,https://twitter.com/statuses/1336049445117497351
"VIDEO Un dîner presque parfait : séduit par sa concurrente, un candidat lui fait une drôle de proposition https://t.co/l9jVn8Q0kr https://t.co/YIWRB4DDqu",2020-12-07 20:45:36,voici,Echobox,1336049240334884864,https://twitter.com/statuses/1336049240334884864
Le gouvernement demande aux Français d'arrêter de se placer dans la trajectoire des balles des chasseurs — Le https://t.co/qzyHfKCg00 Gorafi News Network https://t.co/HTo7lQW8q5,2020-12-07 20:45:35,DuprDominique2,Twitter for iPhone,1336049237486956560,https://twitter.com/statuses/1336049237486956560
News - GB - Les deux grands moments de Mason Greenwood cette saison enseignent une leçon clé - United In Focus - https://t.co/jzD1ijhnyg https://t.co/ockrz5DiJa,2020-12-07 20:45:22,ebenesport,ebenesport autopublish,1336049181027430404,https://twitter.com/statuses/1336049181027430404
"PHOTOS Le tour de magie de Cardi B !
 #photos #people
https://t.co/pENuJq4uF9",2020-12-07 20:45:02,NewsPeople_Fr,,1336049099326582786,https://twitter.com/statuses/1336049099326582786
"Atteinte de la maladie d'Alzheimer, elle est condamnée pour une attestation mal datée https://t.co/21mLpftLQD via @YahooActuFR 

C' est tellement plus facile de s' en prendre à une personne sans défense qu' à un vrai délinquant !",2020-12-07 20:44:58,nicollarochel17,Twitter Web App,1336049081135878147,https://twitter.com/statuses/1336049081135878147
"Actualités - États-Unis - Le Hall of Fame a raté sa chance d'honorer Dick Allen, décédé aujourd'hui à 78 ans - https://t.co/qnIwa1Xrlz https://t.co/MFNH5PjC5j",2020-12-07 20:44:33,ebenesport,ebenesport autopublish,1336048978496991235,https://twitter.com/statuses/1336048978496991235
Actualités - États-Unis - REGARDER: Trump décerne la médaille de la liberté au lutteur de l'Iowa Dan Gable - https://t.co/sI2dHLNc1c https://t.co/CghxWKvAvj,2020-12-07 20:44:21,ebenesport,ebenesport autopublish,1336048926479282176,https://twitter.com/statuses/1336048926479282176
